2014 Research Excellence Framework Results,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Quality profiles for all submissions,,,,,,,,,,,,,,,
"Note: In this table, joint submissions are shown split by their constituent institutions.",,,,,,,,,,,,,,,
UKPRN,Institution,SortOrder,MainPanel,UOA,UnitOfAssessment,msubId,MultipleSubmission,JointSubmission,Profile,StaffFte,FourStar,ThreeStar,TwoStar,OneStar,Unclassified
10007850,University of Bath,30,B,9,Physics, ,,,Impact,23.00,66.7,33.3,0.0,0.0,0.0
10007850,University of Bath,30,B,9,Physics, ,,,Environment,23.00,10.0,70.0,20.0,0.0,0.0
10007850,University of Bath,30,B,9,Physics, ,,,Overall,23.00,25,66,9,0,0
10007850,University of Bath,30,B,10,Mathematical Sciences, ,,,Outputs,44.40,21.3,64.7,14.0,0.0,0.0
10007850,University of Bath,30,B,10,Mathematical Sciences, ,,,Impact,44.40,42.0,42.0,8.0,8.0,0.0
10007850,University of Bath,30,B,10,Mathematical Sciences, ,,,Environment,44.40,25.0,75.0,0.0,0.0,0.0
10007850,University of Bath,30,B,10,Mathematical Sciences, ,,,Overall,44.40,26,62,10,2,0
10007850,University of Bath,30,B,11,Computer Science and Informatics, ,,,Outputs,24.00,15.2,56.5,27.2,1.1,0.0
10007850,University of Bath,30,B,11,Computer Science and Informatics, ,,,Impact,24.00,0.0,100.0,0.0,0.0,0.0
10007850,University of Bath,30,B,11,Computer Science and Informatics, ,,,Environment,24.00,10.0,90.0,0.0,0.0,0.0
10007850,University of Bath,30,B,11,Computer Science and Informatics, ,,,Overall,24.00,11,71,17,1,0
10007850,University of Bath,30,B,12,"Aeronautical, Mechanical, Chemical and Manufacturing Engineering", ,,,Outputs,61.00,13.3,70.0,16.7,0.0,0.0
10007850,University of Bath,30,B,12,"Aeronautical, Mechanical, Chemical and Manufacturing Engineering", ,,,Impact,61.00,38.6,61.4,0.0,0.0,0.0
10007850,University of Bath,30,B,12,"Aeronautical, Mechanical, Chemical and Manufacturing Engineering", ,,,Environment,61.00,15.0,85.0,0.0,0.0,0.0
10007850,University of Bath,30,B,12,"Aeronautical, Mechanical, Chemical and Manufacturing Engineering", ,,,Overall,61.00,19,70,11,0,0
10007850,University of Bath,30,B,13,"Electrical and Electronic Engineering, Metallurgy and Materials", ,,,Outputs,20.50,13.5,73.0,13.5,0.0,0.0
10007850,University of Bath,30,B,13,"Electrical and Electronic Engineering, Metallurgy and Materials", ,,,Impact,20.50,23.3,76.7,0.0,0.0,0.0
10007850,University of Bath,30,B,13,"Electrical and Electronic Engineering, Metallurgy and Materials", ,,,Environment,20.50,0.0,100.0,0.0,0.0,0.0
10007850,University of Bath,30,B,13,"Electrical and Electronic Engineering, Metallurgy and Materials", ,,,Overall,20.50,13,78,9,0,0
10007850,University of Bath,30,C,16,"Architecture, Built Environment and Planning", ,,,Outputs,28.38,35.0,50.0,12.0,3.0,0.0
10007850,University of Bath,30,C,16,"Architecture, Built Environment and Planning", ,,,Impact,28.38,90.0,10.0,0.0,0.0,0.0
10007850,University of Bath,30,C,16,"Architecture, Built Environment and Planning", ,,,Environment,28.38,62.5,37.5,0.0,0.0,0.0
10007850,University of Bath,30,C,16,"Architecture, Built Environment and Planning", ,,,Overall,28.38,50,40,8,2,0
10007850,University of Bath,30,C,19,Business and Management Studies, ,,,Outputs,64.90,27.5,50.8,19.8,0.9,1.0
10007850,University of Bath,30,C,19,Business and Management Studies, ,,,Impact,64.90,48.6,40.0,0.0,11.4,0.0
10007850,University of Bath,30,C,19,Business and Management Studies, ,,,Environment,64.90,87.5,12.5,0.0,0.0,0.0
10007850,University of Bath,30,C,19,Business and Management Studies, ,,,Overall,64.90,41,43,12,3,1
10007850,University of Bath,30,C,22,Social Work and Social Policy, ,,,Outputs,35.55,22.2,46.8,28.6,1.6,0.8
10007850,University of Bath,30,C,22,Social Work and Social Policy, ,,,Impact,35.55,84.0,16.0,0.0,0.0,0.0
10007850,University of Bath,30,C,22,Social Work and Social Policy, ,,,Environment,35.55,100.0,0.0,0.0,0.0,0.0
10007850,University of Bath,30,C,22,Social Work and Social Policy, ,,,Overall,35.55,46,34,18,1,1
10007850,University of Bath,30,C,26,"Sport and Exercise Sciences, Leisure and Tourism", ,,,Outputs,22.00,35.7,48.6,15.7,0.0,0.0
10007850,University of Bath,30,C,26,"Sport and Exercise Sciences, Leisure and Tourism", ,,,Impact,22.00,73.3,26.7,0.0,0.0,0.0
10007850,University of Bath,30,C,26,"Sport and Exercise Sciences, Leisure and Tourism", ,,,Environment,22.00,62.5,37.5,0.0,0.0,0.0
10007850,University of Bath,30,C,26,"Sport and Exercise Sciences, Leisure and Tourism", ,,,Overall,22.00,47,43,10,0,0
10007850,University of Bath,30,D,27,Area Studies, ,,,Outputs,26.00,18.9,39.0,28.4,12.6,1.1
10007850,University of Bath,30,D,27,Area Studies, ,,,Impact,26.00,40.0,60.0,0.0,0.0,0.0
10007850,University of Bath,30,D,27,Area Studies, ,,,Environment,26.00,20.0,50.0,30.0,0.0,0.0
10007850,University of Bath,30,D,27,Area Studies, ,,,Overall,26.00,23,45,23,8,1
10000571,Bath Spa University,40,C,25,Education, ,,,Outputs,13.20,8.2,32.6,36.8,18.3,4.1
10000571,Bath Spa University,40,C,25,Education, ,,,Impact,13.20,0.0,40.0,60.0,0.0,0.0
10000571,Bath Spa University,40,C,25,Education, ,,,Environment,13.20,0.0,0.0,50.0,50.0,0.0
10000571,Bath Spa University,40,C,25,Education, ,,,Overall,13.20,5,30,43,19,3
10000571,Bath Spa University,40,D,29,English Language and Literature, ,,,Outputs,21.05,22.9,46.8,19.3,6.4,4.6
10000571,Bath Spa University,40,D,29,English Language and Literature, ,,,Impact,21.05,0.0,73.3,26.7,0.0,0.0
10000571,Bath Spa University,40,D,29,English Language and Literature, ,,,Environment,21.05,0.0,50.0,50.0,0.0,0.0
10000571,Bath Spa University,40,D,29,English Language and Literature, ,,,Overall,21.05,15,52,26,4,3
10000571,Bath Spa University,40,D,30,History, ,,,Outputs,6.20,3.7,25.9,44.5,25.9,0.0
10000571,Bath Spa University,40,D,30,History, ,,,Impact,6.20,0.0,70.0,30.0,0.0,0.0
10000571,Bath Spa University,40,D,30,History, ,,,Environment,6.20,0.0,20.0,60.0,20.0,0.0
10000571,Bath Spa University,40,D,30,History, ,,,Overall,6.20,2,34,44,20,0
10000571,Bath Spa University,40,D,34,"Art and Design: History, Practice and Theory", ,,,Outputs,14.17,18.4,40.8,29.0,10.5,1.3
10000571,Bath Spa University,40,D,34,"Art and Design: History, Practice and Theory", ,,,Impact,14.17,0.0,30.0,70.0,0.0,0.0
10000571,Bath Spa University,40,D,34,"Art and Design: History, Practice and Theory", ,,,Environment,14.17,0.0,20.0,70.0,10.0,0.0
10000571,Bath Spa University,40,D,34,"Art and Design: History, Practice and Theory", ,,,Overall,14.17,12,35,44,8,1
10000571,Bath Spa University,40,D,35,"Music, Drama, Dance and Performing Arts", ,,,Outputs,12.00,16.7,28.5,31.0,23.8,0.0
10000571,Bath Spa University,40,D,35,"Music, Drama, Dance and Performing Arts", ,,,Impact,12.00,60.0,40.0,0.0,0.0,0.0
10000571,Bath Spa University,40,D,35,"Music, Drama, Dance and Performing Arts", ,,,Environment,12.00,20.0,40.0,40.0,0.0,0.0
10000571,Bath Spa University,40,D,35,"Music, Drama, Dance and Performing Arts", ,,,Overall,12.00,26,32,27,15,0
10000571,Bath Spa University,40,D,36,"Communication, Cultural and Media Studies, Library and Information Management", ,,,Outputs,7.40,19.4,38.7,32.2,9.7,0.0
10000571,Bath Spa University,40,D,36,"Communication, Cultural and Media Studies, Library and Information Management", ,,,Impact,7.40,0.0,80.0,20.0,0.0,0.0
10000571,Bath Spa University,40,D,36,"Communication, Cultural and Media Studies, Library and Information Management", ,,,Environment,7.40,0.0,70.0,20.0,10.0,0.0
10000571,Bath Spa University,40,D,36,"Communication, Cultural and Media Studies, Library and Information Management", ,,,Overall,7.40,13,51,28,8,0
10007152,University of Bedfordshire,50,A,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy", ,,,Outputs,24.90,21.0,51.4,20.9,4.8,1.9
10007152,University of Bedfordshire,50,A,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy", ,,,Impact,24.90,53.3,46.7,0.0,0.0,0.0
10007152,University of Bedfordshire,50,A,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy", ,,,Environment,24.90,0.0,37.5,62.5,0.0,0.0
10007152,University of Bedfordshire,50,A,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy", ,,,Overall,24.90,24,49,23,3,1
10007152,University of Bedfordshire,50,B,7,Earth Systems and Environmental Sciences, ,,,Outputs,4.80,0.0,16.7,61.1,22.2,0.0
10007152,University of Bedfordshire,50,B,7,Earth Systems and Environmental Sciences, ,,,Impact,4.80,0.0,20.0,70.0,10.0,0.0
10007152,University of Bedfordshire,50,B,7,Earth Systems and Environmental Sciences, ,,,Environment,4.80,0.0,0.0,90.0,10.0,0.0
10007152,University of Bedfordshire,50,B,7,Earth Systems and Environmental Sciences, ,,,Overall,4.80,0,15,67,18,0
10007152,University of Bedfordshire,50,B,11,Computer Science and Informatics, ,,,Outputs,34.60,8.3,34.8,49.6,7.3,0.0
10007152,University of Bedfordshire,50,B,11,Computer Science and Informatics, ,,,Impact,34.60,0.0,50.0,40.0,10.0,0.0
10007152,University of Bedfordshire,50,B,11,Computer Science and Informatics, ,,,Environment,34.60,0.0,0.0,80.0,20.0,0.0
10007152,University of Bedfordshire,50,B,11,Computer Science and Informatics, ,,,Overall,34.60,5,33,52,10,0
10007152,University of Bedfordshire,50,C,19,Business and Management Studies, ,,,Outputs,14.00,10.6,40.5,36.1,12.8,0.0
10007152,University of Bedfordshire,50,C,19,Business and Management Studies, ,,,Impact,14.00,0.0,10.0,90.0,0.0,0.0
10007152,University of Bedfordshire,50,C,19,Business and Management Studies, ,,,Environment,14.00,0.0,12.5,87.5,0.0,0.0
10007152,University of Bedfordshire,50,C,19,Business and Management Studies, ,,,Overall,14.00,7,30,55,8,0
10007152,University of Bedfordshire,50,C,20,Law, ,,,Outputs,5.20,0.0,38.5,30.7,23.1,7.7
10007152,University of Bedfordshire,50,C,20,Law, ,,,Impact,5.20,0.0,0.0,100.0,0.0,0.0
10007152,University of Bedfordshire,50,C,20,Law, ,,,Environment,5.20,0.0,0.0,25.0,62.5,12.5
10007152,University of Bedfordshire,50,C,20,Law, ,,,Overall,5.20,0,25,44,24,7
10007152,University of Bedfordshire,50,C,22,Social Work and Social Policy, ,,,Outputs,14.20,25.0,41.7,29.1,4.2,0.0
10007152,University of Bedfordshire,50,C,22,Social Work and Social Policy, ,,,Impact,14.20,60.0,40.0,0.0,0.0,0.0
10007152,University of Bedfordshire,50,C,22,Social Work and Social Policy, ,,,Environment,14.20,12.5,87.5,0.0,0.0,0.0
10007152,University of Bedfordshire,50,C,22,Social Work and Social Policy, ,,,Overall,14.20,30,48,19,3,0
10007152,University of Bedfordshire,50,C,25,Education, ,,,Outputs,8.40,18.8,37.5,34.3,9.4,0.0
10007152,University of Bedfordshire,50,C,25,Education, ,,,Impact,8.40,0.0,0.0,60.0,40.0,0.0
10007152,University of Bedfordshire,50,C,25,Education, ,,,Environment,8.40,0.0,0.0,37.5,62.5,0.0
10007152,University of Bedfordshire,50,C,25,Education, ,,,Overall,8.40,12,25,40,23,0
10007152,University of Bedfordshire,50,C,26,"Sport and Exercise Sciences, Leisure and Tourism", ,,,Outputs,19.40,14.5,33.3,47.9,2.9,1.4
10007152,University of Bedfordshire,50,C,26,"Sport and Exercise Sciences, Leisure and Tourism", ,,,Impact,19.40,0.0,13.3,60.0,26.7,0.0
10007152,University of Bedfordshire,50,C,26,"Sport and Exercise Sciences, Leisure and Tourism", ,,,Environment,19.40,0.0,50.0,50.0,0.0,0.0
10007152,University of Bedfordshire,50,C,26,"Sport and Exercise Sciences, Leisure and Tourism", ,,,Overall,19.40,9,32,51,7,1
10007152,University of Bedfordshire,50,D,29,English Language and Literature, ,,,Outputs,9.00,33.3,33.4,33.3,0.0,0.0
10007152,University of Bedfordshire,50,D,29,English Language and Literature, ,,,Impact,9.00,100.0,0.0,0.0,0.0,0.0
10007152,University of Bedfordshire,50,D,29,English Language and Literature, ,,,Environment,9.00,20.0,80.0,0.0,0.0,0.0
10007152,University of Bedfordshire,50,D,29,English Language and Literature, ,,,Overall,9.00,45,33,22,0,0
10007152,University of Bedfordshire,50,D,35,"Music, Drama, Dance and Performing Arts", ,,,Outputs,6.80,16.7,12.5,33.3,20.8,16.7
10007152,University of Bedfordshire,50,D,35,"Music, Drama, Dance and Performing Arts", ,,,Impact,6.80,0.0,0.0,60.0,40.0,0.0
10007152,University of Bedfordshire,50,D,35,"Music, Drama, Dance and Performing Arts", ,,,Environment,6.80,0.0,10.0,40.0,50.0,0.0
10007152,University of Bedfordshire,50,D,35,"Music, Drama, Dance and Performing Arts", ,,,Overall,6.80,11,9,40,29,11
10007152,University of Bedfordshire,50,D,36,"Communication, Cultural and Media Studies, Library and Information Management", ,,,Outputs,11.50,14.3,38.1,33.3,14.3,0.0
10007152,University of Bedfordshire,50,D,36,"Communication, Cultural and Media Studies, Library and Information Management", ,,,Impact,11.50,0.0,60.0,40.0,0.0,0.0
10007152,University of Bedfordshire,50,D,36,"Communication, Cultural and Media Studies, Library and Information Management", ,,,Environment,11.50,0.0,60.0,40.0,0.0,0.0
10007152,University of Bedfordshire,50,D,36,"Communication, Cultural and Media Studies, Library and Information Management", ,,,Overall,11.50,9,46,36,9,0
10007760,Birkbeck College,60,A,4,"Psychology, Psychiatry and Neuroscience", ,,,Outputs,28.35,38.5,45.1,12.3,3.3,0.8
10007760,Birkbeck College,60,A,4,"Psychology, Psychiatry and Neuroscience", ,,,Impact,28.35,100.0,0.0,0.0,0.0,0.0
10007760,Birkbeck College,60,A,4,"Psychology, Psychiatry and Neuroscience", ,,,Environment,28.35,100.0,0.0,0.0,0.0,0.0
10007760,Birkbeck College,60,A,4,"Psychology, Psychiatry and Neuroscience", ,,,Overall,28.35,60,29,8,2,1
10007760,Birkbeck College,60,A,5,Biological Sciences, ,,(joint submission with University College London),Outputs,21.20,36.8,40.9,19.8,1.5,1.0
10007760,Birkbeck College,60,A,5,Biological Sciences, ,,(joint submission with University College London),Impact,21.20,44.0,38.0,14.0,0.0,4.0
10007760,Birkbeck College,60,A,5,Biological Sciences, ,,(joint submission with University College London),Environment,21.20,87.5,12.5,0.0,0.0,0.0
10007760,Birkbeck College,60,A,5,Biological Sciences, ,,(joint submission with University College London),Overall,21.20,46,36,16,1,1
